STUDID,Sexe,Cycle,Grade,Programme,Premier_Trim,Dernier_Trim,Nb_trim_complete,Moyenne,ANNEE
10168455,M,1,Bac,Génie mécanique,20091,20131,9,3.48,2012/13
10168461,F,1,Bac,Génie civil,20093,20131,8,3.32,2012/13
10081544,F,2,Maitrise recherche,Génie industriel,20091,20112,8,3.80,2010/11
10081546,M,1,Certificat,Cyberfraude,20113,20153,7,2.30,2015/16
10081546,M,1,Certificat,Cybersécurité des réseaux informatiques,20123,20143,5,2.90,2014/15
10081546,M,1,Certificat,Cyberenquête,20091,20111,5,2.55,2010/11
10168467,M,1,Certificat,Gestion des op. d'urgence en sécurité incendie,20092,20131,10,3.25,2012/13
10168483,M,1,Bac,Génie civil,20093,20141,9,2.92,2013/14
10168491,M,1,Certificat,Design et fabrication,20091,20111,5,2.75,2010/11
10081574,M,1,Bac,Génie mécanique,20091,20141,12,2.37,2013/14
10168495,M,1,Bac,Génie mécanique,20091,20141,9,2.52,2013/14
10168515,F,2,Maitrise recherche,Génie physique,20102,20122,8,3.44,2011/12
10168521,M,3,Doctorat,Génie métallurgique,20122,20163,15,4.00,2016/17
10081604,M,3,Doctorat,Génie chimique,20092,20141,15,3.30,2013/14
10081610,M,3,Doctorat,Génie chimique,20093,20152,18,3.83,2014/15
10168531,F,3,Doctorat,Génie chimique,20092,20133,14,4.00,2013/14
10081612,M,3,Doctorat,Génie électrique,20093,20141,14,3.63,2013/14
10168535,M,3,Doctorat,Génie industriel,20092,20133,13,3.67,2013/14
10168539,M,1,Bac,Génie civil,20093,20141,8,2.46,2013/14
10081620,M,1,Certificat,Cyberenquête,20091,20173,8,3.05,2017/18
10168543,F,1,Bac,Génie électrique,20101,20131,6,3.31,2012/13
10081630,M,1,Certificat,Gestion des op. d'urgence en sécurité incendie,20091,20131,10,3.30,2012/13
10081634,M,1,Bac,Génie mécanique,20091,20132,10,2.50,2012/13
10168559,M,1,Bac,Génie informatique,20091,20143,10,2.85,2014/15
10168585,M,1,Bac,Génie civil,20093,20151,11,2.54,2014/15
10168593,M,1,Bac,Génie électrique,20091,20141,10,2.47,2013/14
10081694,M,1,Bac,Génie chimique,20091,20141,8,2.98,2013/14
10081696,M,1,Bac,Génie logiciel,20093,20141,10,2.83,2013/14
10168617,F,1,Bac,Génie électrique,20093,20131,7,2.83,2012/13
10081720,M,1,Bac,Génie civil,20101,20173,14,2.02,2017/18
10081732,M,3,Doctorat,Génie mécanique,20092,20153,20,4.00,2015/16
10081734,F,2,Maitrise recherche,Génie chimique,20092,20112,7,3.23,2010/11
10168661,M,3,Doctorat,Génie mécanique,20101,20141,13,3.79,2013/14
10168681,M,1,Bac,Génie mécanique,20101,20141,8,3.16,2013/14
10081778,M,1,Bac,Génie aérospatial,20101,20151,9,3.62,2014/15
10168703,M,2,Maitrise professionn,Génie aérospatial,20131,20142,5,3.18,2013/14
10168705,F,1,Certificat,Électricité du bâtiment,20111,20111,5,3.40,2010/11
10081794,M,1,Bac,Génie civil,20153,20192,8,2.35,2018/19
10081798,M,1,Bac,Génie électrique,20093,20141,8,2.70,2013/14
10081804,M,3,Doctorat,Génie mécanique,20103,20152,15,3.88,2014/15
10168731,M,2,Maitrise recherche,Génie électrique,20112,20121,7,4.00,2011/12
10081818,M,2,Maitrise recherche,Génie civil,20133,20171,11,3.63,2016/17
10081818,M,1,Bac,Génie civil,20093,20131,8,3.78,2012/13
10168743,M,1,Bac,Génie électrique,20093,20151,11,2.10,2014/15
10081824,M,1,Bac,Génie informatique,20093,20133,9,2.51,2013/14
10081828,M,1,Bac,Génie aérospatial,20093,20141,8,3.54,2013/14
10168749,F,1,Bac,Génie civil,20093,20142,9,2.52,2013/14
10168753,M,1,Bac,Génie industriel,20121,20161,8,3.65,2015/16
10081834,F,1,Bac,Génie civil,20092,20131,8,2.92,2012/13
10081844,M,1,Bac,Génie logiciel,20093,20131,8,3.49,2012/13
10168777,M,3,Doctorat,Génie chimique,20092,20141,15,4.00,2013/14
10168779,M,1,Bac,Génie aérospatial,20093,20141,8,3.50,2013/14
10081868,M,2,Maitrise professionn,Génie industriel,20133,20153,6,3.50,2015/16
10168793,M,1,Bac,Génie électrique,20101,20162,10,1.92,2015/16
10081874,M,1,Bac,Génie industriel,20093,20142,8,2.88,2013/14
10081878,M,3,Doctorat,Mathématiques,20092,20133,14,3.80,2013/14
10081888,M,2,Maitrise professionn,Génie aérospatial,20093,20112,6,3.31,2010/11
10168813,F,2,Maitrise professionn,Génie industriel,20101,20111,4,3.40,2010/11
10168815,F,2,Maitrise professionn,Génie biomédical,20102,20103,4,3.58,2010/11
10081898,M,1,Certificat,Commande de procédés industriels,20091,20133,8,2.45,2013/14
10081900,F,1,Bac,Génie mécanique,20103,20141,9,2.78,2013/14
10168823,M,3,Doctorat,Génie physique,20092,20133,14,3.38,2013/14
10168829,M,1,Bac,Génie électrique,20093,20133,9,2.77,2013/14
10081912,M,1,Bac,Génie électrique,20093,20122,7,2.59,2011/12
10081914,M,1,Bac,Génie industriel,20093,20141,9,2.81,2013/14
10168835,M,1,Bac,Génie électrique,20093,20142,11,2.41,2013/14
10081916,M,1,Bac,Génie physique,20093,20121,6,2.80,2011/12
10168837,F,1,Bac,Génie civil,20093,20141,9,2.35,2013/14
10081918,F,1,Bac,Génie biomédical,20093,20141,8,2.89,2013/14
10168847,M,1,Bac,Génie aérospatial,20093,20161,11,2.25,2015/16
10081930,M,1,Bac,Génie mécanique,20093,20142,8,2.93,2013/14
10081934,F,1,Bac,Génie des mines (coopératif),20101,20161,9,2.92,2015/16
10168861,M,2,Maitrise professionn,Génie industriel,20093,20111,5,3.37,2010/11
10081946,F,1,Certificat,Électricité du bâtiment,20092,20191,11,3.55,2018/19
10081948,M,1,Bac,Génie électrique,20093,20141,9,2.46,2013/14
10168869,M,1,Bac,Génie civil,20093,20143,9,2.35,2014/15
10081952,F,1,Bac,Génie chimique,20091,20143,10,2.43,2014/15
10081958,F,1,Bac,Génie civil,20093,20133,9,2.69,2013/14
10168883,M,1,Bac,Génie informatique,20093,20142,8,2.68,2013/14
10168893,M,2,Maitrise recherche,Génie mécanique,20093,20113,7,3.81,2011/12
10081974,F,3,Doctorat,Génie mécanique,20092,20123,11,4.00,2012/13
10168895,M,3,Doctorat,Génie mécanique,20092,20123,11,3.68,2012/13
10081976,M,3,Doctorat,Génie industriel,20101,20142,14,4.00,2013/14
10168899,M,1,Bac,Génie civil,20101,20143,8,2.64,2014/15
10081986,M,3,Doctorat,Génie informatique,20093,20123,10,4.00,2012/13
10168915,M,1,Bac,Génie mécanique,20091,20123,10,3.03,2012/13
10168917,M,1,Bac,Génie civil,20093,20141,9,2.65,2013/14
10082000,F,1,Bac,Génie géologique (coopératif),20093,20133,8,2.78,2013/14
10168921,M,3,Doctorat,Génie civil,20112,20183,23,4.00,2018/19
10168925,M,1,Bac,Génie civil,20093,20143,8,2.45,2014/15
10168937,F,2,Maitrise professionn,Génie industriel,20103,20111,3,3.77,2010/11
10168941,M,3,Doctorat,Génie métallurgique,20093,20133,13,3.91,2013/14
10082022,F,3,Doctorat,Génie métallurgique,20093,20133,13,3.97,2013/14
10168943,M,3,Doctorat,Génie électrique,20093,20143,16,3.53,2014/15
10168945,M,2,Maitrise professionn,Génie chimique,20142,20142,1,3.43,2013/14
10082034,M,1,Bac,Génie mécanique,20093,20141,10,3.37,2013/14
10082036,M,1,Bac,Génie industriel,20093,20143,8,2.74,2014/15
10082038,M,1,Bac,Génie civil,20103,20123,5,2.77,2012/13
10082040,M,1,Bac,Génie aérospatial,20093,20131,8,2.65,2012/13
10082042,M,1,Bac,Génie industriel,20093,20151,10,2.94,2014/15
10168963,M,1,Bac,Génie aérospatial,20093,20141,8,2.78,2013/14
10082046,F,1,Bac,Génie industriel,20101,20141,7,3.49,2013/14
10168969,M,1,Bac,Génie informatique,20093,20141,8,3.60,2013/14
10168971,M,1,Bac,Génie mécanique,20093,20131,9,2.64,2012/13
10168975,F,1,Bac,Génie aérospatial,20093,20131,8,3.73,2012/13
10082056,F,1,Bac,Génie physique,20093,20132,9,2.86,2012/13
10082058,M,1,Bac,Génie logiciel,20093,20123,7,3.18,2012/13
10168987,M,2,Maitrise recherche,Génie électrique,20112,20133,8,3.86,2013/14
10168987,M,1,Bac,Génie électrique,20093,20111,4,3.45,2010/11
10082072,F,3,Doctorat,Génie industriel,20093,20152,18,3.73,2014/15
10082078,F,3,Doctorat,Génie physique,20092,20122,10,3.34,2011/12
10168999,M,2,Maitrise recherche,Génie physique,20103,20122,9,3.25,2011/12
10082080,F,3,Doctorat,Génie électrique,20103,20162,18,3.69,2015/16
10082088,M,2,Maitrise recherche,Génie minéral,20101,20122,8,3.30,2011/12
10082092,M,1,Bac,Génie civil,20093,20131,8,2.62,2012/13
10169015,M,2,Maitrise professionn,Génie informatique,20113,20122,4,3.41,2011/12
10082100,M,1,Bac,Génie civil,20093,20133,8,3.66,2013/14
10082102,M,1,Bac,Génie électrique,20093,20131,8,3.88,2012/13
10082104,M,1,Bac,Génie mécanique,20093,20141,10,2.49,2013/14
10169033,M,1,Bac,Génie électrique,20093,20153,10,2.32,2015/16
10169047,M,1,Bac,Génie aérospatial,20093,20141,8,3.09,2013/14
10169051,F,2,Maitrise professionn,Génie informatique,20093,20112,6,3.61,2010/11
10082148,M,3,Doctorat,Génie industriel,20092,20123,11,4.00,2012/13
10169069,M,1,Certificat,Cyberenquête,20093,20151,10,3.20,2014/15
10082152,M,2,Maitrise professionn,Génie aérospatial,20131,20141,4,3.88,2013/14
10082152,M,1,Bac,Génie aérospatial,20093,20123,8,3.53,2012/13
10169073,M,1,Bac,Génie des mines (coopératif),20093,20133,9,2.79,2013/14
10169075,M,1,Bac,Génie industriel,20093,20141,9,2.67,2013/14
10082166,M,1,Bac,Génie civil,20093,20132,7,3.43,2012/13
10169087,M,2,Maitrise recherche,Génie électrique,20103,20113,5,3.47,2011/12
10169089,M,3,Doctorat,Génie électrique,20093,20142,15,3.71,2013/14
10082170,F,2,Maitrise recherche,Génie biomédical,20133,20152,6,4.00,2014/15
10082170,F,1,Bac,Génie biomédical,20093,20131,8,3.72,2012/13
10082174,M,1,Bac,Génie civil,20093,20141,8,2.49,2013/14
10082178,M,2,Maitrise recherche,Génie civil,20151,20163,7,3.74,2016/17
10082178,M,1,Bac,Génie civil,20093,20133,9,2.95,2013/14
10082184,M,1,Bac,Génie chimique,20093,20143,9,3.33,2014/15
10169109,M,1,Bac,Génie civil,20093,20143,8,2.79,2014/15
10169113,F,1,Bac,Génie biomédical,20093,20141,8,3.57,2013/14
10082198,F,3,Doctorat,Génie chimique,20093,20142,15,3.87,2013/14
10169119,M,3,Doctorat,Génie civil,20093,20151,17,3.82,2014/15
10082200,F,2,Maitrise professionn,Génie industriel,20093,20111,5,3.77,2010/11
10082202,M,1,Bac,Génie civil,20113,20183,11,2.25,2018/19
10082208,F,3,Doctorat,Génie informatique,20092,20132,13,3.87,2012/13
10169131,M,1,Bac,Génie électrique,20101,20152,8,2.90,2014/15
10082212,M,2,Maitrise professionn,Génie aérospatial,20141,20152,4,3.95,2014/15
10082212,M,1,Bac,Génie mécanique,20093,20133,8,3.29,2013/14
10082214,F,1,Bac,Génie électrique,20101,20151,9,2.42,2014/15
10169135,M,1,Bac,Génie mécanique,20093,20141,9,3.27,2013/14
10082220,F,1,Bac,Génie électrique,20093,20123,7,2.50,2012/13
10082222,F,1,Bac,Génie électrique,20093,20123,7,2.95,2012/13
10082224,F,1,Bac,Génie biomédical,20093,20141,8,3.80,2013/14
10169145,F,1,Bac,Génie industriel,20093,20133,9,2.69,2013/14
10169149,M,1,Bac,Génie industriel,20093,20141,8,3.48,2013/14
10169153,F,2,Maitrise recherche,Génie industriel,20101,20112,5,3.81,2010/11
10082234,M,1,Bac,Génie électrique,20111,20181,11,2.12,2017/18
10082236,M,1,Bac,Génie logiciel,20093,20143,9,3.08,2014/15
10082238,M,1,Bac,Génie civil,20092,20132,8,3.15,2012/13
10082238,M,2,Maitrise professionn,Génie civil,20133,20152,4,3.63,2014/15
10169167,M,1,Bac,Génie électrique,20093,20133,9,2.30,2013/14
10169173,M,1,Bac,Génie mécanique,20103,20153,10,2.60,2015/16
10082258,M,1,Bac,Génie civil,20093,20142,8,2.37,2013/14
10082262,M,1,Bac,Génie électrique,20093,20131,8,3.86,2012/13
10082262,M,2,Maitrise professionn,Génie aérospatial,20143,20153,4,3.84,2015/16
10169187,F,1,Bac,Génie biomédical,20093,20141,8,3.16,2013/14
10082278,F,2,Maitrise recherche,Génie informatique,20092,20121,9,3.90,2011/12
10082282,M,2,Maitrise recherche,Génie chimique,20121,20123,7,3.40,2012/13
10169203,M,3,Doctorat,Génie métallurgique,20093,20141,14,3.50,2013/14
10169205,M,1,Bac,Génie civil,20093,20131,8,3.12,2012/13
10082298,M,1,Bac,Génie mécanique,20093,20131,8,3.18,2012/13
10082304,F,3,Doctorat,Génie biomédical,20093,20161,20,3.79,2015/16
10169231,M,1,Bac,Génie civil,20093,20153,10,2.04,2015/16
10082320,M,2,Maitrise professionn,Génie aérospatial,20103,20113,5,3.97,2011/12
10169245,M,1,Bac,Génie physique,20093,20133,8,2.76,2013/14
10082326,F,1,Bac,Génie logiciel,20093,20143,9,2.93,2014/15
10082330,M,1,Bac,Génie informatique,20101,20151,8,3.74,2014/15
10082332,M,1,Bac,Génie civil,20103,20153,11,2.34,2015/16
10082334,M,2,Maitrise recherche,Génie informatique,20141,20152,5,3.63,2014/15
10082334,M,1,Bac,Génie logiciel,20093,20133,8,3.51,2013/14
10169255,F,1,Bac,Génie civil,20093,20121,6,3.96,2011/12
10082340,M,2,Maitrise professionn,Génie industriel,20112,20122,4,3.67,2011/12
10169267,F,2,Maitrise recherche,Génie biomédical,20093,20113,7,3.38,2011/12
10169269,M,2,Maitrise professionn,Génie informatique,20101,20122,6,3.40,2011/12
10169285,F,1,Bac,Génie électrique,20101,20131,5,2.79,2012/13
10082370,F,1,Bac,Génie des mines (coopératif),20093,20141,9,3.19,2013/14
10082386,F,1,Bac,Génie industriel,20093,20131,8,3.22,2012/13
10169309,M,1,Bac,Génie mécanique,20093,20133,8,2.85,2013/14
10082390,M,1,Bac,Génie mécanique,20093,20141,8,2.94,2013/14
10169311,M,1,Bac,Génie des mines (coopératif),20093,20142,9,3.07,2013/14
10169315,F,1,Bac,Génie électrique,20093,20133,8,2.88,2013/14
10169315,F,2,Maitrise professionn,Génie aérospatial,20151,20171,6,3.20,2016/17
10082396,F,1,Bac,Génie mécanique,20093,20163,12,2.52,2016/17
10169319,F,2,Maitrise recherche,Génie civil,20182,20193,4,3.89,2019/20
10169319,F,1,Bac,Génie civil,20093,20143,9,3.09,2014/15
10082400,M,2,Maitrise recherche,Génie énergétique,20111,20122,6,3.41,2011/12
10169323,M,3,Doctorat,Génie informatique,20093,20131,11,4.00,2012/13
10082404,F,3,Doctorat,Génie informatique,20093,20133,13,4.00,2013/14
10169325,M,3,Doctorat,Génie électrique,20093,20152,15,3.67,2014/15
10082406,M,3,Doctorat,Génie chimique,20093,20142,15,3.83,2013/14
10082412,F,3,Doctorat,Génie électrique,20092,20142,16,4.00,2013/14
10082414,M,3,Doctorat,Génie minéral,20093,20133,13,3.70,2013/14
10169341,M,3,Doctorat,Génie industriel,20123,20172,15,3.89,2016/17
10169349,M,1,Bac,Génie informatique,20101,20141,7,3.94,2013/14
10082430,F,1,Bac,Génie mécanique,20093,20152,8,2.60,2014/15
10082430,F,2,Maitrise professionn,Génie informatique,20171,20173,3,3.33,2017/18
10169353,M,1,Bac,Génie civil,20093,20131,8,2.68,2012/13
10169355,M,1,Bac,Génie civil,20093,20151,8,2.72,2014/15
10082436,F,1,Bac,Génie physique,20093,20131,8,3.38,2012/13
10169361,M,3,Doctorat,Génie électrique,20093,20143,16,3.90,2014/15
10082452,M,1,Bac,Génie civil,20093,20131,8,2.75,2012/13
10169375,M,1,Bac,Génie mécanique,20093,20131,9,3.53,2012/13
10169377,M,1,Bac,Génie mécanique,20093,20141,10,2.75,2013/14
10169381,F,1,Bac,Génie aérospatial,20093,20131,8,3.21,2012/13
10082462,M,1,Bac,Génie mécanique,20093,20141,8,3.30,2013/14
10169395,F,3,Doctorat,Mathématiques,20111,20152,15,3.06,2014/15
10082476,M,3,Doctorat,Génie électrique,20093,20131,11,3.50,2012/13
10169399,M,2,Maitrise professionn,Génie mécanique,20113,20133,7,3.00,2013/14
10169401,F,2,Maitrise professionn,Génie industriel,20113,20113,3,3.50,2011/12
10082490,M,1,Certificat,Mécanique du bâtiment,20092,20151,10,3.35,2014/15
10082492,F,2,Maitrise recherche,Génie chimique,20111,20121,8,3.67,2011/12
10082500,M,1,Bac,Génie des mines (coopératif),20093,20143,8,2.66,2014/15
10169423,M,1,Bac,Génie électrique,20093,20142,8,2.11,2013/14
10082508,M,1,Bac,Génie physique,20093,20133,8,3.61,2013/14
10082508,M,2,Maitrise recherche,Génie physique,20141,20163,9,3.81,2016/17
10082514,M,1,Bac,Génie civil,20093,20131,7,2.62,2012/13
10169445,M,1,Bac,Génie biomédical,20093,20131,8,3.88,2012/13
10082530,M,1,Bac,Génie aérospatial,20093,20123,8,3.94,2012/13
10082530,M,3,Doctorat,Génie mécanique,20152,20191,12,4.00,2018/19
10082530,M,2,Maitrise recherche,Génie aérospatial,20131,20151,7,4.00,2014/15
10082532,F,1,Bac,Génie chimique,20093,20132,8,3.24,2012/13
10082534,M,2,Maitrise recherche,Génie civil,20133,20172,12,3.94,2016/17
10082534,M,1,Bac,Génie civil,20093,20131,8,3.70,2012/13
10169455,M,1,Bac,Génie industriel,20093,20151,10,3.11,2014/15
10082536,M,1,Bac,Génie aérospatial,20093,20131,8,2.56,2012/13
10082536,M,2,Maitrise professionn,Génie aérospatial,20153,20173,7,3.57,2017/18
10169479,M,2,Maitrise professionn,Génie civil,20093,20141,6,3.81,2013/14
10082560,F,3,Doctorat,Génie chimique,20113,20153,13,3.36,2015/16
10169485,M,1,Bac,Génie industriel,20093,20151,9,2.98,2014/15
10082568,F,1,Bac,Génie biomédical,20093,20141,8,3.25,2013/14
10169489,M,1,Bac,Génie mécanique,20093,20131,8,3.28,2012/13
10082572,M,1,Bac,Génie logiciel,20101,20141,8,2.60,2013/14
10169493,M,1,Bac,Génie aérospatial,20093,20142,9,2.58,2013/14
10082574,M,1,Bac,Génie informatique,20093,20133,8,2.65,2013/14
10169505,M,1,Bac,Génie électrique,20093,20143,9,2.99,2014/15
10082586,M,1,Bac,Génie civil,20093,20141,10,3.15,2013/14
10169511,M,1,Bac,Génie mécanique,20093,20131,8,3.03,2012/13
10082596,M,1,Bac,Génie physique,20093,20131,8,3.93,2012/13
10169517,F,1,Bac,Génie industriel,20093,20141,8,2.25,2013/14
10082602,M,2,Maitrise professionn,Génie aérospatial,20133,20151,5,3.94,2014/15
10082602,M,1,Bac,Génie mécanique,20093,20132,9,3.63,2012/13
10169523,M,1,Bac,Génie logiciel,20093,20131,8,3.02,2012/13
10082604,M,1,Bac,Génie logiciel,20093,20141,9,3.15,2013/14
10169525,M,1,Bac,Génie civil,20093,20131,8,2.60,2012/13
10169527,M,1,Bac,Génie électrique,20093,20161,9,2.19,2015/16
10169529,M,1,Bac,Génie civil,20093,20133,9,2.42,2013/14
10082618,M,2,Maitrise recherche,Génie informatique,20093,20111,5,3.88,2010/11
10169539,M,2,Maitrise recherche,Génie civil,20093,20122,9,3.74,2011/12
10169541,M,1,Bac,Génie chimique,20093,20131,8,3.29,2012/13
10169545,F,1,Bac,Génie civil,20093,20141,8,3.39,2013/14
10082626,M,1,Bac,Génie logiciel,20093,20131,8,3.31,2012/13
10169549,M,2,Maitrise recherche,Génie biomédical,20101,20121,7,3.83,2011/12
10082630,M,1,Bac,Génie civil,20093,20131,8,2.68,2012/13
10082632,M,2,Maitrise recherche,Génie électrique,20141,20161,4,3.79,2015/16
10082632,M,1,Bac,Génie physique,20093,20133,9,3.51,2013/14
10082632,M,3,Doctorat,Génie électrique,20162,20193,2,3.81,2019/20
10169553,M,1,Bac,Génie biomédical,20093,20131,8,2.73,2012/13
10082636,F,2,Maitrise recherche,Génie énergétique,20101,20111,4,3.82,2010/11
10169557,M,2,Maitrise professionn,Génie aérospatial,20101,20112,5,3.74,2010/11
10169559,M,2,Maitrise recherche,Génie énergétique,20101,20111,4,3.97,2010/11
10082640,M,2,Maitrise professionn,Génie aérospatial,20101,20111,4,3.54,2010/11
10169561,F,2,Maitrise recherche,Génie mécanique,20101,20111,4,4.00,2010/11
10082662,M,2,Maitrise professionn,Génie industriel,20111,20123,7,3.10,2012/13
10082664,M,1,Certificat,Mécanique du bâtiment,20121,20143,5,2.20,2014/15
10169587,M,1,Bac,Génie informatique,20093,20141,10,2.65,2013/14
10169591,M,1,Bac,Génie chimique,20093,20151,9,3.08,2014/15
10169593,M,1,Bac,Génie mécanique,20093,20123,8,3.44,2012/13
10169593,M,2,Maitrise professionn,Génie aérospatial,20131,20141,4,3.83,2013/14
10082674,F,2,Maitrise professionn,Génie industriel,20162,20191,5,3.42,2018/19
10082674,F,1,Bac,Génie informatique,20093,20133,9,2.95,2013/14
10169595,M,1,Bac,Génie mécanique,20093,20151,11,2.53,2014/15
10169597,M,1,Bac,Génie aérospatial,20093,20131,8,3.06,2012/13
10082678,M,1,Bac,Génie aérospatial,20093,20143,10,2.57,2014/15
10082680,M,1,Bac,Génie civil,20093,20123,8,3.79,2012/13
10082680,M,2,Maitrise professionn,Génie civil,20131,20142,4,3.92,2013/14
10169603,M,1,Bac,Génie industriel,20093,20131,8,3.32,2012/13
10082684,F,1,Bac,Génie chimique,20093,20131,8,3.67,2012/13
10082690,F,2,Maitrise professionn,Génie civil,20113,20141,5,3.51,2013/14
10082696,M,1,Bac,Génie électrique,20093,20131,8,2.19,2012/13
10082698,M,1,Bac,Génie électrique,20093,20131,8,2.56,2012/13
10082700,M,1,Bac,Génie mécanique,20093,20141,9,3.68,2013/14
10169621,M,1,Bac,Génie aérospatial,20093,20131,8,3.43,2012/13
10082702,M,1,Bac,Génie électrique,20093,20141,9,2.97,2013/14
10169623,M,1,Bac,Génie physique,20093,20131,8,3.32,2012/13
10169623,M,2,Maitrise recherche,Génie électrique,20132,20153,8,3.91,2015/16
10082706,M,1,Bac,Génie aérospatial,20093,20131,8,3.24,2012/13
10082708,M,1,Bac,Génie civil,20093,20133,8,3.37,2013/14
10169629,M,1,Bac,Génie des mines (coopératif),20093,20132,8,2.90,2012/13
10169629,M,2,Maitrise recherche,Génie minéral,20133,20171,11,3.25,2016/17
10082710,M,1,Bac,Génie civil,20093,20143,9,3.01,2014/15
10082712,M,1,Bac,Génie logiciel,20101,20153,11,3.00,2015/16
10169633,F,1,Bac,Génie civil,20093,20131,8,3.35,2012/13
